stock_id,Year,site_id,Common,num_of_year,estimated_weight_kg,years_with_data_count,sampling_method,total_effort_1_units,mean_cpue_from_sum,gdd_wtr_5c,tri_harvest ,stocking_weight
86366027Walleye,1987,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2885.298967,0,0
86366027Walleye,1988,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,15.6,2763.644547,0,0
86366027Walleye,1989,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2598.822043,0,0
86366027Walleye,1990,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2680.059064,0,0
86366027Walleye,1991,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,11.8,2755.293759,0,0
86366027Walleye,1992,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2408.400031,0,0
86366027Walleye,1993,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2334.091122,0,0
86366027Walleye,1994,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2686.550992,0,0
86366027Walleye,1995,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,2.818181818,2608.520666,0,0
86366027Walleye,1996,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2523.588671,0,0
86366027Walleye,1997,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2576.317193,0,0
86366027Walleye,1998,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2990.899488,0,262.8
86366027Walleye,1999,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2687.379174,0,0
86366027Walleye,2000,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,6.166666667,2669.679502,0,262.35
86366027Walleye,2001,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2723.857141,0,0
86366027Walleye,2002,86366027,Walleye,2,305.4691065,10,Standard gill net sets,net-night,NA,2640.951866,0,259.2
86366027Walleye,2003,86366027,Walleye,2,1687.726138,10,Standard gill net sets,net-night,9.333333333,2736.573014,0,0
86366027Walleye,2004,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2548.279506,0,266.4
86366027Walleye,2005,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2864.160961,0,12.87
86366027Walleye,2006,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2747.955508,0,349.2
86366027Walleye,2007,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2822.994336,0,0
86366027Walleye,2008,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2502.408561,0,351
86366027Walleye,2009,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,17.33333333,2436.491216,0,180
86366027Walleye,2010,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2744.78996,0,531
86366027Walleye,2011,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2658.217631,0,0
86366027Walleye,2012,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2760.199787,0,753.3
86366027Walleye,2013,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,9.5,2622.375988,0,180
86366027Walleye,2014,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2542.490643,0,546.75
86366027Walleye,2015,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2782.13048,0,0
86366027Walleye,2016,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2900.140621,0,189.45
86366027Walleye,2017,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2715.186761,0,0
86366027Walleye,2018,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2820.085527,0,182.25
86366027Walleye,2019,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,4.416666667,2553.398502,0,0
86366027Walleye,2020,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2655.760534,0,364.5
86366027Walleye,2021,86366027,Walleye,2,NA,10,Standard gill net sets,net-night,NA,2884.6659,NA,NA
91684449Northern Pike,1980,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2997.316657,0,0
91684449Northern Pike,1981,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3001.04252,0,0
91684449Northern Pike,1982,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2968.750289,0,0
91684449Northern Pike,1983,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3086.63616,0,0
91684449Northern Pike,1984,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2910.181362,0,0
91684449Northern Pike,1985,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,10.5,2888.554179,0,0
91684449Northern Pike,1986,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3043.936734,0,0
91684449Northern Pike,1987,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3183.889213,0,0
91684449Northern Pike,1988,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3058.936455,0,0
91684449Northern Pike,1989,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,8.75,2870.855526,0,0
91684449Northern Pike,1990,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2968.272194,0,0
91684449Northern Pike,1991,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3078.676998,0,0
91684449Northern Pike,1992,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2711.00654,0,0
91684449Northern Pike,1993,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2665.388118,0,0
91684449Northern Pike,1994,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,1.333333333,3007.546366,0,0
91684449Northern Pike,1995,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2938.150456,0,0
91684449Northern Pike,1996,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2798.585833,0,0
91684449Northern Pike,1997,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2867.335235,0,0
91684449Northern Pike,1998,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3378.461055,0,0
91684449Northern Pike,1999,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,5.222222222,3022.18962,0,0
91684449Northern Pike,2000,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3050.950854,0,0
91684449Northern Pike,2001,91684449,Northern Pike,2,2777.989211,8,Standard gill net sets,net-night,NA,3072.594872,0,0
91684449Northern Pike,2002,91684449,Northern Pike,2,91.05469777,8,Standard gill net sets,net-night,NA,2967.704158,0,0
91684449Northern Pike,2003,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3036.205504,0,0
91684449Northern Pike,2004,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,12.33333333,2918.751118,0,0
91684449Northern Pike,2005,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3231.807637,0,0
91684449Northern Pike,2006,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3052.202749,0,0
91684449Northern Pike,2007,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3176.471709,0,0
91684449Northern Pike,2008,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2848.533972,0,0
91684449Northern Pike,2009,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,13,2707.706957,0,0
91684449Northern Pike,2010,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3187.56572,0,0
91684449Northern Pike,2011,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3010.084286,0,0
91684449Northern Pike,2012,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3133.973766,0,0
91684449Northern Pike,2013,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2870.608336,0,0
91684449Northern Pike,2014,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2823.139266,0,0
91684449Northern Pike,2015,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,3.571428571,3120.92684,0,0
91684449Northern Pike,2016,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3318.884263,0,0
91684449Northern Pike,2017,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3135.241695,0,0
91684449Northern Pike,2018,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,3143.586401,0,0
91684449Northern Pike,2019,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2939.273793,0,0
91684449Northern Pike,2020,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,NA,2963.7875,0,0
91684449Northern Pike,2021,91684449,Northern Pike,2,NA,8,Standard gill net sets,net-night,14.33333333,3279.54152,NA,NA
91684449Bluegill,1980,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2997.316657,0,0
91684449Bluegill,1981,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3001.04252,0,0
91684449Bluegill,1982,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2968.750289,0,0
91684449Bluegill,1983,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3086.63616,0,0
91684449Bluegill,1984,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2910.181362,0,0
91684449Bluegill,1985,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,61,2888.554179,0,0
91684449Bluegill,1986,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3043.936734,0,0
91684449Bluegill,1987,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3183.889213,0,0
91684449Bluegill,1988,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3058.936455,0,0
91684449Bluegill,1989,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,20.22222222,2870.855526,0,0
91684449Bluegill,1990,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2968.272194,0,0
91684449Bluegill,1991,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3078.676998,0,0
91684449Bluegill,1992,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2711.00654,0,0
91684449Bluegill,1993,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2665.388118,0,0
91684449Bluegill,1994,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,23.66666667,3007.546366,0,0
91684449Bluegill,1995,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2938.150456,0,0
91684449Bluegill,1996,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2798.585833,0,0
91684449Bluegill,1997,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2867.335235,0,0
91684449Bluegill,1998,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3378.461055,0,0
91684449Bluegill,1999,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,18.88888889,3022.18962,0,0
91684449Bluegill,2000,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3050.950854,0,0
91684449Bluegill,2001,91684449,Bluegill,2,250.9383616,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3072.594872,0,0
91684449Bluegill,2002,91684449,Bluegill,2,1088.799346,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2967.704158,0,0
91684449Bluegill,2003,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3036.205504,0,0
91684449Bluegill,2004,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,52.11111111,2918.751118,0,0
91684449Bluegill,2005,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3231.807637,0,0
91684449Bluegill,2006,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3052.202749,0,0
91684449Bluegill,2007,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3176.471709,0,0
91684449Bluegill,2008,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2848.533972,0,0
91684449Bluegill,2009,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,28.85714286,2707.706957,0,0
91684449Bluegill,2010,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3187.56572,0,0
91684449Bluegill,2011,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3010.084286,0,0
91684449Bluegill,2012,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3133.973766,0,0
91684449Bluegill,2013,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2870.608336,0,0
91684449Bluegill,2014,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2823.139266,0,0
91684449Bluegill,2015,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,6.625,3120.92684,0,0
91684449Bluegill,2016,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3318.884263,0,0
91684449Bluegill,2017,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3135.241695,0,0
91684449Bluegill,2018,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,3143.586401,0,0
91684449Bluegill,2019,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2939.273793,0,0
91684449Bluegill,2020,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,NA,2963.7875,NA,NA
91684449Bluegill,2021,91684449,Bluegill,2,NA,8,"Standard 3/4-in mesh, double frame trap net sets",net-night,24.28571429,3279.54152,NA,NA
91684449Largemouth Bass,1980,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2997.316657,0,0
91684449Largemouth Bass,1981,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3001.04252,0,0
91684449Largemouth Bass,1982,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2968.750289,0,0
91684449Largemouth Bass,1983,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3086.63616,0,0
91684449Largemouth Bass,1984,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2910.181362,0,0
91684449Largemouth Bass,1985,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.25,2888.554179,0,0
91684449Largemouth Bass,1986,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3043.936734,0,0
91684449Largemouth Bass,1987,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3183.889213,0,0
91684449Largemouth Bass,1988,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3058.936455,0,0
91684449Largemouth Bass,1989,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.25,2870.855526,0,0
91684449Largemouth Bass,1990,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2968.272194,0,0
91684449Largemouth Bass,1991,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3078.676998,0,0
91684449Largemouth Bass,1992,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2711.00654,0,0
91684449Largemouth Bass,1993,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2665.388118,0,0
91684449Largemouth Bass,1994,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3007.546366,0,0
91684449Largemouth Bass,1995,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2938.150456,0,0
91684449Largemouth Bass,1996,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2798.585833,0,0
91684449Largemouth Bass,1997,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2867.335235,0,0
91684449Largemouth Bass,1998,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3378.461055,0,0
91684449Largemouth Bass,1999,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.222222222,3022.18962,0,0
91684449Largemouth Bass,2000,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3050.950854,0,0
91684449Largemouth Bass,2001,91684449,Largemouth Bass,2,119.2519903,7,Standard gill net sets,net-night,NA,3072.594872,0,0
91684449Largemouth Bass,2002,91684449,Largemouth Bass,2,155.9944954,7,Standard gill net sets,net-night,NA,2967.704158,0,0
91684449Largemouth Bass,2003,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3036.205504,0,0
91684449Largemouth Bass,2004,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.166666667,2918.751118,0,0
91684449Largemouth Bass,2005,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3231.807637,0,0
91684449Largemouth Bass,2006,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3052.202749,0,0
91684449Largemouth Bass,2007,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3176.471709,0,0
91684449Largemouth Bass,2008,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2848.533972,0,0
91684449Largemouth Bass,2009,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.5,2707.706957,0,0
91684449Largemouth Bass,2010,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3187.56572,0,0
91684449Largemouth Bass,2011,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3010.084286,0,0
91684449Largemouth Bass,2012,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3133.973766,0,0
91684449Largemouth Bass,2013,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2870.608336,0,0
91684449Largemouth Bass,2014,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2823.139266,0,0
91684449Largemouth Bass,2015,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.285714286,3120.92684,0,0
91684449Largemouth Bass,2016,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3318.884263,0,0
91684449Largemouth Bass,2017,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3135.241695,0,0
91684449Largemouth Bass,2018,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,3143.586401,0,0
91684449Largemouth Bass,2019,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2939.273793,0,0
91684449Largemouth Bass,2020,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,NA,2963.7875,0,0
91684449Largemouth Bass,2021,91684449,Largemouth Bass,2,NA,7,Standard gill net sets,net-night,0.166666667,3279.54152,0,0
91684449Yellow Perch,1980,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2997.316657,0,0
91684449Yellow Perch,1981,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3001.04252,0,0
91684449Yellow Perch,1982,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2968.750289,0,0
91684449Yellow Perch,1983,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3086.63616,0,0
91684449Yellow Perch,1984,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2910.181362,0,0
91684449Yellow Perch,1985,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,2.25,2888.554179,0,0
91684449Yellow Perch,1986,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3043.936734,0,0
91684449Yellow Perch,1987,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3183.889213,0,0
91684449Yellow Perch,1988,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3058.936455,0,0
91684449Yellow Perch,1989,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,0.75,2870.855526,0,0
91684449Yellow Perch,1990,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2968.272194,0,0
91684449Yellow Perch,1991,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3078.676998,0,0
91684449Yellow Perch,1992,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2711.00654,0,0
91684449Yellow Perch,1993,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2665.388118,0,0
91684449Yellow Perch,1994,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,0.666666667,3007.546366,0,0
91684449Yellow Perch,1995,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2938.150456,0,0
91684449Yellow Perch,1996,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2798.585833,0,0
91684449Yellow Perch,1997,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2867.335235,0,0
91684449Yellow Perch,1998,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3378.461055,0,0
91684449Yellow Perch,1999,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,16.22222222,3022.18962,0,0
91684449Yellow Perch,2000,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3050.950854,0,0
91684449Yellow Perch,2001,91684449,Yellow Perch,2,402.5068935,8,Standard gill net sets,net-night,NA,3072.594872,0,0
91684449Yellow Perch,2002,91684449,Yellow Perch,2,7.338293114,8,Standard gill net sets,net-night,NA,2967.704158,0,0
91684449Yellow Perch,2003,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3036.205504,0,0
91684449Yellow Perch,2004,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,13.5,2918.751118,0,0
91684449Yellow Perch,2005,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3231.807637,0,0
91684449Yellow Perch,2006,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3052.202749,0,0
91684449Yellow Perch,2007,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3176.471709,0,0
91684449Yellow Perch,2008,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2848.533972,0,0
91684449Yellow Perch,2009,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,1.333333333,2707.706957,0,0
91684449Yellow Perch,2010,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3187.56572,0,0
91684449Yellow Perch,2011,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3010.084286,0,0
91684449Yellow Perch,2012,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3133.973766,0,0
91684449Yellow Perch,2013,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2870.608336,0,0
91684449Yellow Perch,2014,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2823.139266,0,0
91684449Yellow Perch,2015,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,1.428571429,3120.92684,0,0
91684449Yellow Perch,2016,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3318.884263,0,0
91684449Yellow Perch,2017,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3135.241695,0,0
91684449Yellow Perch,2018,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,3143.586401,0,0
91684449Yellow Perch,2019,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2939.273793,0,0
91684449Yellow Perch,2020,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,NA,2963.7875,NA,NA
91684449Yellow Perch,2021,91684449,Yellow Perch,2,NA,8,Standard gill net sets,net-night,1.5,3279.54152,NA,NA
91684449Walleye,1980,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2997.316657,0,0
91684449Walleye,1981,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3001.04252,0,0
91684449Walleye,1982,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2968.750289,0,0
91684449Walleye,1983,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3086.63616,0,0
91684449Walleye,1984,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2910.181362,0,0
91684449Walleye,1985,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2888.554179,0,0
91684449Walleye,1986,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3043.936734,0,0
91684449Walleye,1987,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3183.889213,0,0
91684449Walleye,1988,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3058.936455,0,0
91684449Walleye,1989,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,2.25,2870.855526,0,0
91684449Walleye,1990,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2968.272194,0,0
91684449Walleye,1991,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3078.676998,0,0
91684449Walleye,1992,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2711.00654,0,0
91684449Walleye,1993,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2665.388118,0,0
91684449Walleye,1994,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,0.444444444,3007.546366,0,0
91684449Walleye,1995,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2938.150456,0,0
91684449Walleye,1996,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2798.585833,0,0
91684449Walleye,1997,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2867.335235,0,0
91684449Walleye,1998,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3378.461055,0,360.9
91684449Walleye,1999,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,1.666666667,3022.18962,0,0
91684449Walleye,2000,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3050.950854,0,427.5
91684449Walleye,2001,91684449,Walleye,2,143.8299751,7,Standard gill net sets,net-night,NA,3072.594872,0,0
91684449Walleye,2002,91684449,Walleye,2,22.46509333,7,Standard gill net sets,net-night,NA,2967.704158,0,429.66
91684449Walleye,2003,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3036.205504,0,0
91684449Walleye,2004,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,0.333333333,2918.751118,0,427.095
91684449Walleye,2005,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3231.807637,0,0
91684449Walleye,2006,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3052.202749,0,433.035
91684449Walleye,2007,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,3176.471709,0,1.62
91684449Walleye,2008,91684449,Walleye,2,NA,7,Standard gill net sets,net-night,NA,2848.533972,0,424.35
