"stock_id","P_terminal","P_no_fishing","P_no_fishing_adjusted","P_no_env","P_one_env","N_divergent","max_f","min_f"
"91692521Bluegill",0.0652238694017863,0.122008643929245,0.145395745521352,0.054467406508924,0.0967828701463901,81,1.8197944285021,0.205486776162391
"91692521Bluegill",0.0127043700969702,0.048946671904653,0.0462053999637954,0.0176940005053233,0.00951341292247235,2770,5.16700450840706,0.123727117747996
"91692521Bluegill",0.244876934582515,0.625065588392353,0.626165429821099,0.243794609607157,0.231084689696109,2572,3.41914637478688,0.253689688329504
"91692521Bluegill",0.174042014000799,0.355938009579692,0.357185842389624,0.172825955168418,0.159352402915499,8,2.59384494884387,0.120134184786637
"91692521Bluegill",0.33189513159927,0.49477779626859,0.500266172878316,0.326636953585669,0.272215465924012,82,3.02844972205954,0.143337079799225
"91692521Bluegill",0.340675179644827,0.483284046187011,0.485863548451025,0.338101650365338,0.302407710208607,145,2.19811649858996,0.113430028435923
"91692521Bluegill",0.0903547916693508,0.149593736518373,0.146820059076545,0.0933475955819912,0.180368961305841,168,2.15078531882322,0.132615016731555
"91692521Bluegill",0.390465437120845,0.56899069468574,0.522727581250492,0.459219172479148,0.747790204204927,93,2.20675872895411,0.0232946874419092
"91692521Bluegill",0.222879707510853,0.445282487949501,0.451053368711814,0.21751268159191,0.180294147489078,105,2.87357930001563,0.155431373524534
"91692521Bluegill",0.0732777844761942,0.122573695519747,0.182751384620118,0.058000047421745,0.0646852010241582,66,2.12345620882673,0.341285015713025
"91692521Bluegill",0.642762606138931,0.692067032324283,0.846703405929334,0.566084750904618,0.608509585190397,11,2.42378603534802,0.0263994585270639
"91692521Bluegill",0.240194104871902,0.442556017751217,0.58726637862329,0.184044142997416,0.212102436644828,835,2.66499971895257,0.252503638878438
"91692521Bluegill",0.720435502805383,0.805708408888096,1.53040385736962,0.490751801365413,0.606156343542548,477,2.22847157580722,0.0242075623143603
"91692521Bluegill",0.38424281985851,0.565706387256611,0.604365049053098,0.355707865847402,0.372778420380896,22,2.05688451583647,0.0601787651999004
"91692521Bluegill",0.0175729252251877,0.0415925506751758,0.038310082584133,0.0240101971100345,0.0190994443343872,7,2.1289168763869,0.337924820646632
"91692521Bluegill",1.14940343489876,1.16902680274325,1.19817075292193,1.12358318045387,1.14479141947172,720,2.41810625519833,0.0295085826035161
"91692521Bluegill",0.580892937377255,0.675292168262098,0.705307445704494,0.555747610522578,0.576237764150056,1521,2.37214476772061,0.116177028338734
"91692521Bluegill",0.293218572422151,0.377385580693369,0.350507843253621,0.362867714038819,0.308305290352033,690,2.94849665226694,0.179353576864532
"91692521Bluegill",0.344569150888633,0.489493844440904,0.49482522386913,0.346804126738311,0.344433447737372,1856,1.74388205273474,0.226146022934195
"91692521Bluegill",0.265955726695964,0.339195567548183,0.313709671061744,0.302330739058564,0.271282560597885,985,2.49746723683559,0.177180150006604
"91692521Bluegill",0.292611941965001,0.381035806007497,0.39409881866773,0.298403692810523,0.293091422478234,1572,2.53853481573426,0.192554626880359
"91692521Bluegill",0.50609448015395,0.626845734079252,2.02359644966377,0.316040425770522,0.391170966024038,5,2.02004929358486,0.174187015384127
"91692521Bluegill",0.393348790683763,0.680095376429511,0.845089620628844,0.297982080724687,0.351192573242525,322,1.64077567894674,0.384877642060154
"91692521Bluegill",0.501388296718688,0.585853537412749,0.588780477119949,0.498491048144292,0.473035285130439,43,2.54561853385753,0.231228840112816
"91692521Bluegill",0.56671391070341,0.73968336526391,0.737098964240606,0.569717029708569,0.651861857509865,153,2.43478353430208,0.172614432694357
"91692521Bluegill",0.222527265640228,0.274608559102419,0.277320007179299,0.219934178871502,0.200873283381173,0,1.47533340935616,0.388640217273988
"91692521Bluegill",0.115675704585409,0.202876308933026,0.213767109628072,0.105897305576257,0.0522621857773449,392,2.75465596900493,0.19863742414695
"91692521Bluegill",0.0251685073401577,0.0409677182785976,0.0400526376148563,0.0261855228063296,0.0448093677058205,4,2.2787076971315,0.151533154428767
"91692521Bluegill",0.607556682627932,0.73076618161153,0.744519276753884,0.594761340047694,0.512509591831944,49,2.4087972403128,0.128734100727192
"91692521Bluegill",0.219615859514638,0.383168438290164,0.386620819445214,0.21622660058367,0.187541726686085,2,2.39683401304288,0.160498899617007
"91692521Bluegill",0.0529537659151917,0.0919155848486558,0.0933336160260897,0.0515765875925815,0.049299703451435,11,3.11893256459555,0.0333323636548963
"91692521Bluegill",0.283206605333419,0.435908468000532,0.435967026750692,0.283593705691996,0.285418997552376,1619,2.13058589538286,0.0572916604595752
"91692521Bluegill",0.0786048272980109,0.142812631322168,0.144668879382834,0.0768210831776629,0.0739153255528385,16,2.57318206222669,0.171105843980173
"91692521Bluegill",0.0797931472956061,0.0971603705682901,0.13344673667859,0.059309824219858,0.0510636959063095,1749,1.90195399676728,0.0642133690779312
"91692521Bluegill",0.0603935089141388,0.101971521893281,0.0925448063855214,0.0766088564084562,0.0747927194089957,16,2.18338880329712,0.249189607403477
"91692521Bluegill",0.019910398275114,0.0291484993165189,0.0409064193164229,0.0136895197112335,0.0112899147102149,67,2.14299436842491,0.119279075082516
"91692521Bluegill",0.182485983057498,0.28014977384834,0.308629678065211,0.162868636421893,0.1535948771568,103,2.14716774746937,0.204828425366924
"91692521Bluegill",0.205952415016673,0.316982660002102,0.371242182612486,0.167944468737064,0.149708488701925,704,2.98272031710613,0.189574230390547
"91692521Bluegill",0.272392792130045,0.312853034477597,0.580502680736931,0.17395750555756,0.159789823529193,69,2.2605667630633,0.130071283350793
"91692521Bluegill",0.174831113964753,0.246779545411535,0.842345339980697,0.0964035053081632,0.0877020870331905,673,2.16792736138462,0.297978687816233
"91692521Bluegill",0.00310948000168241,0.00410483906089541,0.00398895372318009,0.00329085144662403,0.00335188271798875,2383,2.33816349059039,0.00822987127246569
"91692521Bluegill",0.0391314621312509,0.355410531973778,0.358994765253933,0.0363987417985448,0.0797853680430738,111,1.95151503058941,0.402025169576225
"91692521Bluegill",0.25010253879606,0.464169491543715,0.472524352693823,0.256538719952769,0.252104689060423,215,2.32327545401744,0.237540303596029
"91692521Bluegill",0.110289840548141,0.404148903628379,0.401761806066492,0.113701332819902,0.115024607826784,82,2.68483928692155,0.0178746478409699
"91692521Bluegill",0.111342132113834,0.225315120031308,0.246444124536072,0.0965902840099175,0.0929864749481307,0,1.70551756034286,0.0139417824086472
"91692521Bluegill",0.00510894681357324,0.0131662213274476,0.0115333021393673,0.00966254868794727,0.0123726755783834,2125,1.83531759500759,0.0456383859723536
"91692521Bluegill",0.0309306697129101,0.0545219218611818,0.0820871445827179,0.0243680559885915,0.025971594307483,873,1.35341611885735,0.431826065372866
"91692521Bluegill",0.302335284601179,0.600307828033076,0.564570197249178,0.328128000046391,0.339921305952829,1396,1.93896043826203,0.107323794304526
"91692521Bluegill",0.0686554847629316,0.136408543957357,0.135712880933741,0.0694481918671511,0.0699678565733114,80,2.04856866463958,0.13256476683427
"91692521Bluegill",0.263922197198861,0.963346737029212,0.95926644027228,0.267868772935493,0.270152054384787,59,2.45370952899358,0.151456403082063
"91692521Bluegill",0.0878909793302793,0.174088729534155,0.16350277008727,0.110957075756964,0.0966064541233211,14,1.62839967438095,0.0758739471549592
"91692521Bluegill",0.227374291788472,0.34752539738524,0.338285475122897,0.254845219384571,0.238594354967678,0,2.26723888119745,0.0325095199667651
"91692521Bluegill",0.338661964831992,0.521079092746547,0.559941847163366,0.308506597692747,0.276605864676647,158,1.35376426624615,0.136582941629383
"91692521Bluegill",0.390998790773081,0.483225785686782,3.6715653755125,0.116735896725328,0.113491492525839,27,2.02476680479135,0.3609449451646
"91692521Bluegill",0.402975008699578,0.530745860441482,0.604774563936011,0.354622330737905,0.380883655924694,1270,1.70640595254552,0.276358302930832
"91692521Bluegill",0.294554980314321,0.319812838172343,0.310417572558383,0.306397105682948,0.306869306874796,0,2.05751494988161,0.132845887456488
"91692521Bluegill",0.125597462586379,0.176567607584384,0.229774865836687,0.0923894950614887,0.0914748328821584,14,1.56063898341265,0.147157907084366
"91692521Bluegill",0.041693408488384,0.738116095584517,0.785333359491239,-0.105876085411844,-0.114843105197611,166,4.5489572272718,0.0193632620889818
"91692521Bluegill",0.133193129331716,0.255398068003813,0.236938327287733,0.161012020696322,0.186046106251046,18,2.55932677245097,0.0456257705339426
"91692521Bluegill",0.200780027776325,0.757353041743799,0.690220187766756,0.316641686875371,0.431757879904654,289,2.67639335576277,0.131484471143561
"91692521Bluegill",0.255141360152902,0.412467594057326,0.513312777491776,0.217777963607949,0.217862294221403,60,1.74646791622835,0.207099543198537
"91692521Bluegill",0.409276909419666,0.6252813179394,0.621640752649614,0.413385737354759,0.403515529800102,96,1.63979483387033,0.441424537115126
"91692521Bluegill",0.139871481845821,0.224074363038579,0.231957392476514,0.132845574463121,0.153333872970145,182,2.03337895892711,0.0887933596096239
"91692521Bluegill",0.474361486383503,0.859079387299267,0.853158460663544,0.481234633265846,0.465065804515778,803,2.50971773380728,0.253286996790518
"91692521Bluegill",0.113714750159451,0.506099438530134,0.503951106931419,0.115698831071797,0.110181679507217,109,1.82970634421572,0.238663257640446
"91692521Bluegill",0.00135032678063275,0.0022636548355236,0.00303307288985263,0.00113760204736757,0.00121869077538173,1668,1.75956555760191,0.0545252308613934
"91692521Bluegill",0.168957995823603,0.341802575681824,0.325585169743821,0.196840804245389,0.188326802564305,590,1.98236470668265,0.219090353920876
"91692521Bluegill",0.0240576178033872,0.0674849285574475,0.0745522390158646,0.0218921035736864,0.0220179565851509,2033,2.04497873197969,0.0432357219576207
"91692521Bluegill",0.232177094355531,0.392749490178117,0.376726771218493,0.264229229092763,0.254058783955584,653,2.23821642942868,0.15718768586751
"91692521Bluegill",0.207665942443767,0.422354443707583,0.421160739299983,0.211658714440427,0.210378911820375,1194,1.52864744342673,0.21345272269023
"91692521Bluegill",0.126066260415386,0.28223550756882,0.289043907502388,0.122119438402102,0.137877694494516,143,1.53416174842428,0.151836708062307
"91692521Bluegill",0.291309959861002,0.611375466651497,0.655973573271031,0.259506399328114,0.276371412702734,81,1.91219114856718,0.205962601543408
"91692521Bluegill",0.265166231087453,0.352692772321049,0.365885549842318,0.25553737774908,0.26064556345482,1,2.03750379877481,0.225930890698122
"91692521Bluegill",0.505316942538587,0.620149181056506,0.705566816806005,0.447867986113141,0.467496882636708,1278,2.14147987816452,0.220136954026155
"91692521Bluegill",0.397435877435867,2.10480949235368,2.05269754823292,0.501834971140924,2.17295346816827,209,2.70615637269804,0.306988258969046
"91692521Bluegill",0.0998148637211178,0.157165441015134,0.15025715768916,0.133831406850463,0.10821078580273,184,5.31840799004108,0.140133772848222
"91692521Bluegill",0.224921696120074,0.546366485294654,0.545953763206169,0.230223878845081,0.236122494609016,40,2.19806496918485,0.18252986610932
"91692521Bluegill",0.0765970633626081,0.131172231384798,0.121844251975043,0.0913849014510205,0.105594427173692,12,2.07685048742468,0.318616212875392
"91692521Bluegill",0.321814723013459,0.39181162350183,1.44311892562082,0.184261292793936,0.16522187495387,70,1.36110865974598,0.425348622237761
"91692521Bluegill",0.153665019261041,0.189366883323108,0.204847375436514,0.143707700442803,0.146422228521258,7,2.38047648704704,0.020071951344928
"91692521Bluegill",0.048738325169445,0.0762026488955956,0.0721162112586462,0.053931178972261,0.0587235528021108,11,2.01015265726557,0.253828544043037
"91692521Bluegill",0.378344308395406,0.516040468391986,0.496245840506876,0.40220408470243,0.423261762118269,40,2.52040138576286,0.269850805805752
"91692521Bluegill",0.285955916043684,0.428683601499513,0.434624969844479,0.280275972626746,0.27690191126796,65,1.7496178464413,0.252828452676442
"91692521Bluegill",0.0101177267795014,0.0214373739572551,0.0213619746868659,0.0101966832017031,0.0102472171486738,1285,2.23375364231194,0.0207663191937752
"91692521Bluegill",0.311133663304637,0.348591604330063,0.352596904917569,0.307248691219396,0.304913303168333,39,2.07188735951621,0.181069217310542
