"stock_id","P_terminal","P_no_fishing","P_no_fishing_adjusted","P_no_env","P_one_env","N_divergent","max_f","min_f"
"45339233Bluegill",0.799940397100588,0.915763320721441,1.31487238429901,0.625530507949926,0.68956357200506,34,1.85407879544982,0.15374712454357
"45339233Bluegill",0.234644759014864,0.386020583751169,0.368707179806934,0.277796669677467,0.241662386088542,96,2.24747956033222,0.237413324005745
"45339233Bluegill",0.106672192948124,0.440235740848606,0.424180549814797,0.153275832783453,0.11371020462258,1114,2.30681690209743,0.0124150149877252
"45339233Bluegill",0.220693500397747,0.394658259954737,0.37309942993124,0.26649544925224,0.228667329097473,87,1.82425258068135,0.0601044752749177
"45339233Bluegill",0.150463982164004,0.298609711465654,0.479880085579965,0.082843298625239,0.127937453778494,18,2.53907442514927,0.017549778313124
"45339233Bluegill",0.438713891109665,0.634085423937251,4.02094542592597,0.176123880536305,0.180762341013961,2,3.29973511449341,0.133183153800748
"45339233Bluegill",0.0922588929986688,0.733909515431043,0.720056995753545,0.120394224223942,0.126849680659281,181,2.35989170541373,0.207257387642119
"45339233Bluegill",0.0797027362852565,0.109964319341038,0.0987903688450546,0.112273374263008,0.141141062087782,1052,3.04200251438644,0.144483071023199
"45339233Bluegill",0.0822829399085237,0.827158529323706,-2.48607605447264,0.342124934490262,0.357025790151415,43,3.06832116665198,0.0821509934059111
"45339233Bluegill",0.0717216100698789,0.384085814641017,0.380630399647665,0.0751778447006704,0.0794946115123464,674,2.55343101351643,0.193425847806638
"45339233Bluegill",0.475202195976719,0.638680554528314,0.837309878620402,0.362663953623019,0.318129679463239,9,1.86512353176723,0.0654556536895401
"45339233Bluegill",0.0542028616030491,0.0820298539769541,0.0988957609199779,0.0428064855745064,0.0376962724185392,0,2.40263565146715,0.10883332416516
"45339233Bluegill",0.838587259596264,1.0012678693037,1.34523346161609,0.660652189290307,0.594036089414921,96,2.3182976231799,0.127357710139252
"45339233Bluegill",0.239411438630186,0.258850280017534,0.308515254910721,0.206464462197986,0.191839890409277,0,2.2474222348112,0.0392160312453539
"45339233Bluegill",0.296016341773877,0.340596990885559,0.345825828583497,0.292330729715355,0.290785916042968,5,1.92965388076219,0.22772623322256
"45339233Bluegill",0.569514851334228,0.775474344039423,0.840925698476948,0.529027707559103,0.514679484178508,53,2.80064314528361,0.140304805646636
"45339233Bluegill",0.266864417629059,0.371402015615644,0.378825642401483,0.262221619480055,0.260623408780843,4,2.28009020969017,0.207442966064425
"45339233Bluegill",0.00902103700568054,0.0100585328153593,0.00965053478152652,0.010349068029851,0.00912595313660224,1145,3.26304496940319,0.00323981833016892
"45339233Bluegill",0.248812928732941,0.328224639158405,0.333465736557945,0.246475725114049,0.248316544229018,1887,1.91299883792651,0.139073991101989
"45339233Bluegill",0.167392053879597,0.265903709710883,0.284197726328101,0.153029329293452,0.145311964682102,0,2.67176907124571,0.0844635608625799
"45339233Bluegill",0.162206724817475,0.266369291178103,0.281845443633674,0.16332227390048,0.171522752255529,2592,1.71215207067109,0.424097030864053
"45339233Bluegill",0.278811111651534,0.425775004299401,0.404921916840818,0.318160369539273,0.36327286620868,1113,2.37009417467071,0.14105244887448
"45339233Bluegill",0.163930040222094,0.230760802914144,0.267437750621162,0.140750585549299,0.130147923554828,1749,2.02322741633347,0.302536461917225
"45339233Bluegill",0.22156574758343,0.333244836343827,0.358949958881384,0.207669023662553,0.203134274856497,2667,2.34348585070423,0.324024135841071
"45339233Bluegill",0.112591239301443,0.128866187285308,0.129485563612345,0.112243901867085,0.112169069476056,295,2.53601295223222,0.122970498952828
"45339233Bluegill",0.447212843621547,0.876099105645049,0.861781858589061,0.465423891674345,0.471320031288405,89,2.37038784766245,0.226193388816028
"45339233Bluegill",0.0952361214306538,0.326754034142375,0.290441380324429,0.219398103809476,0.276347753910419,149,2.1419266960866,0.260049703297294
"45339233Bluegill",0.119801709362931,0.145993019802329,0.134762375829888,0.16106513565159,0.189727346591095,2744,2.7706271296373,0.0344772071522263
"45339233Bluegill",0.364956267276243,0.775437819850571,1.54174390796167,0.250496588591749,0.240926288994796,1951,2.18457846496234,0.252608151825626
"45339233Bluegill",0.0204779172263938,0.0672783608792629,0.066989727837205,0.0415211521975507,0.0944964847072054,2,3.45162277555382,0.196383983543848
"45339233Bluegill",0.489220479421352,0.990001711905432,0.993784653046049,0.476958877200107,0.477941369495149,682,2.94636326260408,0.153852406473746
"45339233Bluegill",0.0717379249203347,0.414899956426694,0.398037578511183,0.0755537817233638,0.0761018276633403,202,2.38909998240221,0.107749833289196
"45339233Bluegill",0.0187518181011869,0.0465509588019077,0.0482268099250874,0.0308049354405851,0.038362808697898,213,2.53274113222336,0.0153847725639953
"45339233Bluegill",0.0304964641376112,0.0492695912685071,0.0535198616384512,0.0291516133534821,0.0294711701150954,2439,1.800456335233,0.14548838308487
"45339233Bluegill",0.117319352049105,0.19457043376811,0.182947320758389,0.140885703373702,0.129990390235551,2381,1.62857892170323,0.373223582479821
"45339233Bluegill",0.196868277368983,0.310800970841149,0.34335121659987,0.179524863924351,0.23688165252441,110,2.44716561760362,0.0348088297678592
"45339233Bluegill",1.10283836499566,1.15262812973059,1.26166160497056,1.01322457413168,1.04499247883172,53,2.95713257385801,0.0870008953064833
"45339233Bluegill",0.444602236245854,0.542484522402795,1.10197050999756,0.367675456270846,0.362038499725225,76,1.82561429251839,0.439512494694635
"45339233Bluegill",0.0378357476347997,0.0887846525619753,0.161844985619364,0.0391267577732451,0.042722380262896,178,1.41601400001989,0.0817347638732689
